make,model,year,trim,base msrp,body type,front head room (in),cylinders,epa combined mpge,engine type,basic
Chevrolet,Trax,2025,LS 4dr SUV (1.2L 3cyl Turbo 6A),"$20,400",SUV,39.6,I3,,flex-fuel (FFV),3 yr./ 36000 mi.
Chevrolet,Trax,2025,LT 4dr SUV (1.2L 3cyl Turbo 6A),"$22,500",SUV,39.6,I3,,flex-fuel (FFV),3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Limited 4dr Minivan AWD (3.6L 6cyl 9A),"$52,565",Minivan,38.4,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Limited 4dr Minivan (3.6L 6cyl 9A),"$49,570",Minivan,38.4,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Pinnacle 4dr Minivan AWD (3.6L 6cyl 9A),"$57,230",Minivan,38.4,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Pinnacle 4dr Minivan (3.6L 6cyl 9A),"$54,235",Minivan,38.4,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Pinnacle PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT),"$59,785",Minivan,38.4,V6,82,plug-in hybrid,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Premium S Appearance PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT),"$56,805",Minivan,38.4,V6,82,plug-in hybrid,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Select 4dr Minivan (3.6L 6cyl 9A),"$42,450",Minivan,40.1,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Select 4dr Minivan AWD (3.6L 6cyl 9A),"$45,445",Minivan,40.1,V6,,gas,3 yr./ 36000 mi.
Chrysler,Pacifica,2025,Select PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT),"$51,055",Minivan,40.1,V6,82,plug-in hybrid,3 yr./ 36000 mi.
Chrysler,Voyager,2025,LX Fleet 4dr Minivan (3.6L 6cyl 9A),"$39,995",Minivan,40.1,V6,,gas,3 yr./ 36000 mi.
Dodge,Charger,2025,Daytona R/T 2dr Coupe AWD (electric DD),"$57,995",Coupe,39.1,,87,electric,3 yr./ 36000 mi.
Dodge,Charger,2025,Daytona Scat Pack 2dr Coupe AWD (electric DD),"$64,995",Coupe,39.1,,78,electric,3 yr./ 36000 mi.
Dodge,Durango,2025,GT 4dr SUV (3.6L 6cyl 8A),"$41,995",SUV,39.9,V6,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,GT 4dr SUV AWD (3.6L 6cyl 8A),"$43,995",SUV,39.9,V6,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,GT Plus 4dr SUV AWD (3.6L 6cyl 8A),"$47,995",SUV,39.9,V6,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,R/T 4dr SUV AWD (5.7L 8cyl 8A),"$54,495",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,R/T 20th Anniversary Plus 4dr SUV AWD (5.7L 8cyl 8A),"$60,980",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,R/T 20th Anniversary Premium 4dr SUV AWD (5.7L 8cyl 8A),"$64,480",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,R/T Plus 4dr SUV AWD (5.7L 8cyl 8A),"$57,495",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,R/T Premium 4dr SUV AWD (5.7L 8cyl 8A),"$60,995",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,SRT Hellcat 4dr SUV AWD (6.2L 8cyl S/C 8A),"$97,425",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,SRT Hellcat Brass Monkey 4dr SUV AWD (6.2L 8cyl S/C 8A),"$113,325",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,SRT Hellcat Hammerhead 4dr SUV AWD (6.2L 8cyl S/C 8A),"$113,325",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Durango,2025,SRT Hellcat Silver Bullet 4dr SUV AWD (6.2L 8cyl S/C 8A),"$113,325",SUV,39.9,V8,,gas,3 yr./ 36000 mi.
Dodge,Hornet,2025,GT 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$31,585",SUV,,I4,,gas,3 yr./ 36000 mi.
Dodge,Hornet,2025,GT Plus 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$36,880",SUV,,I4,,gas,3 yr./ 36000 mi.
Dodge,Hornet,2025,R/T 4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A),"$41,645",SUV,,I4,77,plug-in hybrid,3 yr./ 36000 mi.
Dodge,Hornet,2025,R/T Plus 4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A),"$46,990",SUV,,I4,77,plug-in hybrid,3 yr./ 36000 mi.
Ford,Bronco,2025,Badlands 4dr SUV 4WD (2.3L 4cyl Turbo 7M),"$51,385",SUV,43.3,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Badlands 2dr SUV 4WD (2.3L 4cyl Turbo 7M),"$50,095",SUV,41,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,2dr SUV 4WD (2.3L 4cyl Turbo 7M),"$37,995",SUV,41,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,4dr SUV 4WD (2.3L 4cyl Turbo 7M),"$37,995",SUV,43.3,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Big Bend 4dr SUV 4WD (2.3L 4cyl Turbo 7M),"$40,370",SUV,43.3,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Heritage Edition 4dr SUV 4WD (2.3L 4cyl Turbo 7M),"$49,475",SUV,43.3,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Outer Banks 4dr SUV 4WD (2.3L 4cyl Turbo 10A),"$47,940",SUV,43.3,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Raptor 4dr SUV 4WD (3.0L 6cyl Turbo 10A),"$90,035",SUV,40.8,V6,,gas,3 yr./ 36000 mi.
Ford,Bronco,2025,Stroppe Edition 2dr SUV 4WD (2.7L 6cyl Turbo 10A),"$75,635",SUV,41,V6,,gas,3 yr./ 36000 mi.
Ford,Bronco Sport,2025,Badlands 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$39,995",SUV,41.5,I4,,gas,3 yr./ 36000 mi.
Ford,Bronco Sport,2025,Big Bend 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$29,995",SUV,41.5,I3,,gas,3 yr./ 36000 mi.
Ford,Bronco Sport,2025,Free Wheeling 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$33,135",SUV,41.5,I3,,gas,3 yr./ 36000 mi.
Ford,Bronco Sport,2025,Heritage 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$33,135",SUV,41.5,I3,,gas,3 yr./ 36000 mi.
Ford,Bronco Sport,2025,Outer Banks 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$34,985",SUV,41.5,I3,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,Active 4dr SUV (1.5L 3cyl Turbo 8A),"$27,995",SUV,40,I3,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,Active 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$29,395",SUV,40,I3,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,Platinum 4dr SUV AWD (2.5L 4cyl gas/electric hybrid EVT),"$37,115",SUV,40,I4,,hybrid,3 yr./ 36000 mi.
Ford,Escape,2025,Platinum 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$35,545",SUV,40,I4,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,Platinum 4dr SUV (2.5L 4cyl gas/electric hybrid EVT),"$35,615",SUV,40,I4,,hybrid,3 yr./ 36000 mi.
Ford,Escape,2025,Plug-In Hybrid 4dr SUV (2.5L 4cyl gas/electric plug-in hybrid EVT),"$38,400",SUV,40,I4,101,plug-in hybrid,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line 4dr SUV (2.5L 4cyl gas/electric hybrid EVT),"$32,490",SUV,40,I4,,hybrid,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line 4dr SUV AWD (1.5L 3cyl Turbo 8A),"$30,390",SUV,40,I3,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line 4dr SUV (1.5L 3cyl Turbo 8A),"$28,990",SUV,40,I3,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line Elite 4dr SUV AWD (2.5L 4cyl gas/electric hybrid EVT),"$38,110",SUV,40,I4,,hybrid,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line Elite 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$36,540",SUV,40,I4,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line Select 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$32,230",SUV,40,I4,,gas,3 yr./ 36000 mi.
Ford,Escape,2025,ST-Line Select 4dr SUV AWD (2.5L 4cyl gas/electric hybrid EVT),"$34,190",SUV,40,I4,,hybrid,3 yr./ 36000 mi.
Ford,Expedition,2025,Active 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$64,700",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,Active 4dr SUV (3.5L 6cyl Turbo 10A),"$61,700",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,King Ranch 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$83,655",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,MAX Active 4dr SUV (3.5L 6cyl Turbo 10A),"$64,700",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,MAX Active 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$67,700",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,MAX King Ranch 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$86,655",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,MAX Platinum 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$77,430",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,MAX XL Fleet 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$61,150",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,Platinum 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$74,430",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,Tremor 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$81,030",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Expedition,2025,XL Fleet 4dr SUV 4WD (3.5L 6cyl Turbo 10A),"$57,025",SUV,,V6,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,Active 4dr SUV (2.3L 4cyl Turbo 10A),"$39,755",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,Active 4dr SUV AWD (2.3L 4cyl Turbo 10A),"$41,755",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,Platinum 4dr SUV AWD (2.3L 4cyl Turbo 10A),"$54,150",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,Platinum 4dr SUV (2.3L 4cyl Turbo 10A),"$52,150",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,ST 4dr SUV AWD (3.0L 6cyl Turbo 10A),"$56,160",SUV,40.7,V6,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,ST 4dr SUV (3.0L 6cyl Turbo 10A),"$54,160",SUV,40.7,V6,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,ST-Line 4dr SUV (2.3L 4cyl Turbo 10A),"$44,515",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,Explorer,2025,ST-Line 4dr SUV AWD (2.3L 4cyl Turbo 10A),"$46,515",SUV,40.7,I4,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,King Ranch 4dr SuperCrew 4WD 6.5 ft. SB (3.5L 6cyl Turbo 10A),"$75,110",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,King Ranch 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$74,805",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$63,865",Truck (SuperCrew),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,Lariat 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 10A),"$63,260",Truck (SuperCrew),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,Platinum 4dr SuperCrew 4WD 6.5 ft. SB (3.5L 6cyl Turbo 10A),"$75,110",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,Platinum 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$74,805",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,Raptor 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 10A),"$78,905",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,STX 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$51,130",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,STX 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$48,715",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,STX 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$47,250",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,STX 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$44,915",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,Tremor 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 10A),"$64,815",Truck (SuperCrew),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,XL 2dr Regular Cab 6.5 ft. SB (5.0L 8cyl 10A),"$38,710",Truck (Regular Cab),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$49,975",Truck (SuperCrew),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,XL 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$47,880",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XL 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$41,660",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XL 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$43,995",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XL 2dr Regular Cab 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$43,725",Truck (Regular Cab),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,XL 2dr Regular Cab 4WD 8 ft. LB (2.7L 6cyl Turbo 10A),"$42,365",Truck (Regular Cab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XL 2dr Regular Cab 8 ft. LB (2.7L 6cyl Turbo 10A),"$37,350",Truck (Regular Cab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XL 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$45,460",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 10A),"$53,895",Truck (SuperCrew),40.8,V8,,flex-fuel (FFV),3 yr./ 36000 mi.
Ford,F-150,2025,XLT 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$51,815",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XLT 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$49,395",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XLT 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 10A),"$45,595",Truck (SuperCab),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150,2025,XLT 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 10A),"$47,955",Truck (SuperCrew),40.8,V6,,gas,3 yr./ 36000 mi.
Ford,F-150 Lightning,2025,Flash 4dr SuperCrew 4WD SB (electric DD),"$67,995",Truck (SuperCrew),40.8,,70,electric,3 yr./ 36000 mi.
Ford,F-150 Lightning,2025,Lariat 4dr SuperCrew 4WD SB (electric DD),"$76,995",Truck (SuperCrew),40.8,,70,electric,3 yr./ 36000 mi.
Ford,F-150 Lightning,2025,Platinum 4dr SuperCrew 4WD SB (electric DD),"$84,995",Truck (SuperCrew),40.8,,66,electric,3 yr./ 36000 mi.
Ford,F-150 Lightning,2025,Pro 4dr SuperCrew 4WD SB (electric DD),"$47,780",Truck (SuperCrew),40.8,,68,electric,3 yr./ 36000 mi.
Ford,F-150 Lightning,2025,XLT 4dr SuperCrew 4WD SB (electric DD),"$62,995",Truck (SuperCrew),40.8,,68,electric,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,King Ranch 4dr Crew Cab 4WD SB (7.3L 8cyl 10A),"$76,975",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,King Ranch 4dr Crew Cab 4WD LB (7.3L 8cyl 10A),"$77,175",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,Lariat 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$64,740",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,Lariat 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$64,940",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,Platinum 4dr Crew Cab 4WD SB (7.3L 8cyl 10A),"$77,865",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,Platinum 4dr Crew Cab 4WD LB (7.3L 8cyl 10A),"$78,065",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$51,890",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$52,100",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr SuperCab 4WD LB (6.8L 8cyl 10A),"$50,635",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 2dr Regular Cab LB (6.8L 8cyl 10A),"$45,300",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr SuperCab LB (6.8L 8cyl 10A),"$47,835",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 2dr Regular Cab 4WD LB (6.8L 8cyl 10A),"$48,090",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr Crew Cab SB (6.8L 8cyl 10A),"$49,090",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XL 4dr Crew Cab LB (6.8L 8cyl 10A),"$49,290",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XLT 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$55,700",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XLT 4dr SuperCab 4WD LB (6.8L 8cyl 10A),"$54,145",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XLT 2dr Regular Cab 4WD LB (6.8L 8cyl 10A),"$51,295",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-250 Super Duty,2025,XLT 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$55,905",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,King Ranch 4dr Crew Cab 4WD SB (7.3L 8cyl 10A),"$78,275",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,King Ranch 4dr Crew Cab 4WD LB DRW (7.3L 8cyl 10A),"$79,965",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,King Ranch 4dr Crew Cab 4WD LB (7.3L 8cyl 10A),"$78,470",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Lariat 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$66,040",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Lariat 4dr Crew Cab 4WD LB DRW (6.8L 8cyl 10A),"$67,730",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Lariat 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$66,240",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Platinum 4dr Crew Cab 4WD LB (7.3L 8cyl 10A),"$79,365",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Platinum 4dr Crew Cab 4WD SB (7.3L 8cyl 10A),"$79,165",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,Platinum 4dr Crew Cab 4WD LB DRW (7.3L 8cyl 10A),"$81,395",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$53,395",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 2dr Regular Cab LB DRW (6.8L 8cyl 10A),"$48,085",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 2dr Regular Cab 4WD LB DRW (6.8L 8cyl 10A),"$50,885",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab SB (6.8L 8cyl 10A),"$50,395",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab LB (6.8L 8cyl 10A),"$50,595",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 2dr Regular Cab 4WD LB (6.8L 8cyl 10A),"$49,395",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr SuperCab 4WD LB (6.8L 8cyl 10A),"$51,925",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab 4WD LB DRW (6.8L 8cyl 10A),"$54,880",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$53,200",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr Crew Cab LB DRW (6.7L 8cyl Turbodiesel 10A),"$62,075",Truck (Crew Cab),40.8,V8,,diesel,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 2dr Regular Cab LB (6.8L 8cyl 10A),"$46,595",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XL 4dr SuperCab LB (6.8L 8cyl 10A),"$49,135",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 2dr Regular Cab 4WD LB DRW (6.8L 8cyl 10A),"$54,085",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 4dr SuperCab 4WD LB (6.8L 8cyl 10A),"$55,450",Truck (SuperCab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 4dr Crew Cab 4WD SB (6.8L 8cyl 10A),"$57,000",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 4dr Crew Cab 4WD LB (6.8L 8cyl 10A),"$57,200",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 4dr Crew Cab 4WD LB DRW (6.8L 8cyl 10A),"$58,700",Truck (Crew Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,F-350 Super Duty,2025,XLT 2dr Regular Cab 4WD LB (6.8L 8cyl 10A),"$52,600",Truck (Regular Cab),40.8,V8,,gas,3 yr./ 36000 mi.
Ford,Maverick,2025,Lariat 4dr SuperCrew AWD SB (2.5L 4cyl gas/electric hybrid EVT),"$36,735",Truck (SuperCrew),40.2,I4,,hybrid,3 yr./ 36000 mi.
Ford,Maverick,2025,Lobo 4dr SuperCrew AWD SB (2.0L 4cyl Turbo 7A),"$40,495",Truck (SuperCrew),40.2,I4,,gas,3 yr./ 36000 mi.
Ford,Maverick,2025,Tremor 4dr SuperCrew AWD SB (2.0L 4cyl Turbo 8A),"$39,795",Truck (SuperCrew),40.2,I4,,gas,3 yr./ 36000 mi.
Ford,Maverick,2025,XL 4dr SuperCrew SB (2.5L 4cyl gas/electric hybrid EVT),"$26,295",Truck (SuperCrew),40.2,I4,,hybrid,3 yr./ 36000 mi.
Ford,Maverick,2025,XLT 4dr SuperCrew SB (2.5L 4cyl gas/electric hybrid EVT),"$28,795",Truck (SuperCrew),40.2,I4,,hybrid,3 yr./ 36000 mi.
Ford,Mustang,2025,Dark Horse 2dr Coupe (5.0L 8cyl 6M),"$61,980",Coupe,37.6,V8,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,EcoBoost 2dr Convertible (2.3L 4cyl Turbo 10A),"$40,020",Convertible,37.6,I4,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,EcoBoost 2dr Coupe (2.3L 4cyl Turbo 10A),"$31,920",Coupe,37.6,I4,,gas,3 yr./ 36000 mi.
