make,model,year,trim,base msrp,body type,front head room (in),cylinders,epa combined mpge,engine type,basic
Ford,Mustang,2025,EcoBoost Premium 2dr Convertible (2.3L 4cyl Turbo 10A),"$42,945",Convertible,37.6,I4,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,EcoBoost Premium 2dr Coupe (2.3L 4cyl Turbo 10A),"$37,445",Coupe,37.6,I4,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,GT 2dr Coupe (5.0L 8cyl 6M),"$45,460",Coupe,37.6,V8,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,GT Premium 2dr Convertible (5.0L 8cyl 6M),"$55,480",Convertible,37.6,V8,,gas,3 yr./ 36000 mi.
Ford,Mustang,2025,GT Premium 2dr Coupe (5.0L 8cyl 6M),"$49,980",Coupe,37.6,V8,,gas,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,GT 4dr Hatchback AWD (electric DD),"$52,495",Hatchback,38.9,,90,electric,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,GT 4dr Hatchback AWD (electric DD),"$52,495",Hatchback,38.9,,90,electric,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,Premium 4dr Hatchback (electric DD),"$39,995",Hatchback,38.9,,101,electric,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,Premium 4dr Hatchback AWD (electric DD),"$42,995",Hatchback,38.9,,92,electric,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,Select 4dr Hatchback (electric DD),"$36,495",Hatchback,38.9,,101,electric,3 yr./ 36000 mi.
Ford,Mustang Mach-E,2025,Select 4dr Hatchback AWD (electric DD),"$39,495",Hatchback,38.9,,93,electric,3 yr./ 36000 mi.
Ford,Ranger,2025,Lariat 4dr Crew Cab 4WD SB (2.3L 4cyl Turbo 10A),"$47,365",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,Lariat 4dr Crew Cab SB (2.3L 4cyl Turbo 10A),"$43,880",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,Raptor 4dr Crew Cab 4WD SB (3.0L 6cyl Turbo 10A),"$55,820",Truck (Crew Cab),41,V6,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,XL 4dr Crew Cab SB (2.3L 4cyl Turbo 10A),"$33,080",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,XL 4dr Crew Cab 4WD SB (2.3L 4cyl Turbo 10A),"$36,725",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,XLT 4dr Crew Cab 4WD SB (2.3L 4cyl Turbo 10A),"$39,595",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
Ford,Ranger,2025,XLT 4dr Crew Cab SB (2.3L 4cyl Turbo 10A),"$36,110",Truck (Crew Cab),41,I4,,gas,3 yr./ 36000 mi.
GMC,Acadia,2025,AT4 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$51,200",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
GMC,Acadia,2025,Denali 4dr SUV (2.5L 4cyl Turbo 8A),"$53,900",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
GMC,Acadia,2025,Denali 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$55,900",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
GMC,Acadia,2025,Elevation 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$44,900",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
GMC,Acadia,2025,Elevation 4dr SUV (2.5L 4cyl Turbo 8A),"$42,900",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
GMC,Canyon,2025,AT4 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$45,700",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
GMC,Canyon,2025,Denali 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$52,000",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
GMC,Canyon,2025,Elevation 4dr Crew Cab SB (2.7L 4cyl Turbo 8A),"$38,400",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
GMC,Canyon,2025,Elevation 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$41,700",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
GMC,HUMMER EV,2025,2X 4dr Crew Cab 4WD SB (electric DD),"$96,550",Truck (Crew Cab),42.5,,53,electric,3 yr./ 36000 mi.
GMC,HUMMER EV,2025,3X 4dr Crew Cab 4WD SB (electric DD),"$104,650",Truck (Crew Cab),42.5,,53,electric,3 yr./ 36000 mi.
GMC,HUMMER EV SUV,2025,2X 4dr SUV 4WD (electric DD),"$96,550",SUV,42.5,,53,electric,3 yr./ 36000 mi.
GMC,HUMMER EV SUV,2025,3X 4dr SUV 4WD (electric DD),"$104,650",SUV,42.5,,53,electric,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,AT4 4dr Crew Cab 4WD 5.8 ft. SB (3.0L 6cyl Turbodiesel 10A),"$66,800",Truck (Crew Cab),43,I6,,diesel,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,AT4 4dr Crew Cab 4WD 6.6 ft. SB (3.0L 6cyl Turbodiesel 10A),"$67,300",Truck (Crew Cab),43,I6,,diesel,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,AT4X 4dr Crew Cab 4WD SB 5.8 ft. SB (3.0L 6cyl Turbodiesel 10A),"$79,400",Truck (Crew Cab),43,I6,,diesel,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Denali 4dr Crew Cab 4WD 6.6 ft. SB (5.3L 8cyl 10A),"$69,200",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Denali 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 10A),"$68,700",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Denali 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 10A),"$65,400",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Denali Ultimate 4dr Crew Cab 4WD 5.8 ft. SB (6.2L 8cyl 10A),"$84,200",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Double Cab 4WD SB (2.7L 4cyl Turbo 8A),"$53,800",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Crew Cab 4WD 5.8 ft. SB w/3VL (2.7L 4cyl Turbo 8A),"$54,900",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Crew Cab 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$53,100",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Double Cab 4WD SB w/3VL (2.7L 4cyl Turbo 8A),"$52,300",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Double Cab SB (2.7L 4cyl Turbo 8A),"$50,500",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Crew Cab 4WD 6.6 ft. SB (2.7L 4cyl Turbo 8A),"$56,700",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Elevation 4dr Crew Cab 4WD 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$56,400",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 2dr Regular Cab SB (2.7L 4cyl Turbo 8A),"$38,300",Truck (Regular Cab),43.1,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 2dr Regular Cab LB (2.7L 4cyl Turbo 8A),"$38,500",Truck (Regular Cab),43.1,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 2dr Regular Cab 4WD LB (2.7L 4cyl Turbo 8A),"$43,100",Truck (Regular Cab),43.1,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 4dr Crew Cab 4WD 6.6 ft. SB (2.7L 4cyl Turbo 8A),"$47,600",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 4dr Crew Cab 4WD 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$47,300",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 4dr Double Cab 4WD SB (2.7L 4cyl Turbo 8A),"$44,900",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 4dr Double Cab SB (2.7L 4cyl Turbo 8A),"$41,600",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 4dr Crew Cab 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$44,000",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,Pro 2dr Regular Cab 4WD SB (2.7L 4cyl Turbo 8A),"$42,900",Truck (Regular Cab),43.1,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLE 4dr Crew Cab 4WD 6.6 ft. SB (2.7L 4cyl Turbo 8A),"$54,800",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLE 4dr Crew Cab 4WD 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$54,500",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLE 4dr Double Cab 4WD SB (2.7L 4cyl Turbo 8A),"$52,100",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLE 4dr Crew Cab 5.8 ft. SB (2.7L 4cyl Turbo 8A),"$51,200",Truck (Crew Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLE 4dr Double Cab SB (2.7L 4cyl Turbo 8A),"$48,800",Truck (Double Cab),43,I4,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLT 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 10A),"$58,000",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLT 4dr Crew Cab 4WD 6.6 ft. SB (5.3L 8cyl 10A),"$58,700",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra 1500,2025,SLT 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 10A),"$54,900",Truck (Crew Cab),43,V8,,gas,3 yr./ 36000 mi.
GMC,Sierra EV,2025,Denali Extended Range 4dr Crew Cab 4WD SB (electric DD),"$89,900",Truck (Crew Cab),43.9,,,electric,3 yr./ 36000 mi.
GMC,Sierra EV,2025,Denali Max Range 4dr Crew Cab 4WD SB (electric DD),"$98,400",Truck (Crew Cab),43.9,,,electric,3 yr./ 36000 mi.
GMC,Terrain,2025,Elevation 4dr SUV (1.5L 4cyl Turbo CVT),"$30,000",SUV,40,I4,,gas,3 yr./ 36000 mi.
GMC,Terrain,2025,Elevation 4dr SUV AWD (1.5L 4cyl Turbo 8A),"$32,000",SUV,40,I4,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,AT4 4dr SUV 4WD (5.3L 8cyl 10A),"$73,700",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,AT4 Ultimate 4dr SUV 4WD (6.2L 8cyl 10A),"$95,300",SUV,40.4,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,Denali 4dr SUV (6.2L 8cyl 10A),"$77,000",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,Denali 4dr SUV 4WD (6.2L 8cyl 10A),"$80,000",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,Denali Ultimate 4dr SUV 4WD (6.2L 8cyl 10A),"$101,300",SUV,40.4,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,Elevation 4dr SUV (5.3L 8cyl 10A),"$66,900",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon,2025,Elevation 4dr SUV 4WD (5.3L 8cyl 10A),"$69,900",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,AT4 4dr SUV 4WD (5.3L 8cyl 10A),"$76,700",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,AT4 Ultimate 4dr SUV 4WD (6.2L 8cyl 10A),"$98,300",SUV,40.4,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,Denali 4dr SUV (6.2L 8cyl 10A),"$80,000",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,Denali 4dr SUV 4WD (6.2L 8cyl 10A),"$83,000",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,Denali Ultimate 4dr SUV 4WD (6.2L 8cyl 10A),"$104,300",SUV,40.4,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,Elevation 4dr SUV (5.3L 8cyl 10A),"$69,900",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
GMC,Yukon XL,2025,Elevation 4dr SUV 4WD (5.3L 8cyl 10A),"$72,900",SUV,42.3,V8,,gas,3 yr./ 36000 mi.
Genesis,Electrified G80,2025,Advanced 4dr Sedan AWD (electric DD),"$74,875",Sedan,40.3,,97,electric,5 yr./ 60000 mi.
Genesis,Electrified GV70,2025,Advanced 4dr SUV AWD (electric DD),"$66,950",SUV,38.6,,91,electric,5 yr./ 60000 mi.
Genesis,G70,2025,2.5T 4dr Sedan (2.5L 4cyl Turbo 8A),"$42,000",Sedan,39.8,I4,,gas,5 yr./ 60000 mi.
Genesis,G70,2025,2.5T 4dr Sedan AWD (2.5L 4cyl Turbo 8A),"$44,100",Sedan,39.8,I4,,gas,5 yr./ 60000 mi.
Genesis,G70,2025,3.3T Sport Advanced 4dr Sedan AWD (3.3L 6cyl Turbo 8A),"$52,550",Sedan,36.9,V6,,gas,5 yr./ 60000 mi.
Genesis,G70,2025,3.3T Sport Advanced 4dr Sedan (3.3L 6cyl Turbo 8A),"$50,450",Sedan,36.9,V6,,gas,5 yr./ 60000 mi.
Genesis,G80,2025,2.5T 4dr Sedan AWD (2.5L 4cyl Turbo 8A),"$57,100",Sedan,40.9,I4,,gas,5 yr./ 60000 mi.
Genesis,G80,2025,2.5T Advanced 4dr Sedan AWD (2.5L 4cyl Turbo 8A),"$61,900",Sedan,39,I4,,gas,5 yr./ 60000 mi.
Genesis,G80,2025,2.5T Sport Prestige 4dr Sedan AWD (2.5L 4cyl Turbo 8A),"$68,350",Sedan,39,I4,,gas,5 yr./ 60000 mi.
Genesis,G80,2025,3.5T Sport Advanced 4dr Sedan AWD (3.5L 6cyl Turbo 8A),"$69,600",Sedan,39,V6,,gas,5 yr./ 60000 mi.
Genesis,G80,2025,3.5T Sport Prestige 4dr Sedan AWD (3.5L 6cyl Turbo 8A),"$77,000",Sedan,39,V6,,gas,5 yr./ 60000 mi.
Genesis,G90,2025,3.5T 4dr Sedan AWD (3.5L 6cyl Turbo 8A),"$89,700",Sedan,39.4,V6,,gas,5 yr./ 60000 mi.
Genesis,G90,2025,3.5T E-Supercharger 4dr Sedan AWD (3.5L 6cyl Twincharger gas/electric mild hybrid 8A),"$100,000",Sedan,39.4,V6,,mild hybrid,5 yr./ 60000 mi.
Genesis,GV60,2025,Advanced 4dr SUV AWD (electric DD),"$60,900",SUV,39,,95,electric,5 yr./ 60000 mi.
Genesis,GV60,2025,Performance 4dr SUV AWD (electric DD),"$69,900",SUV,39,,90,electric,5 yr./ 60000 mi.
Genesis,GV60,2025,Standard 4dr SUV AWD (electric DD),"$55,850",SUV,39,,100,electric,5 yr./ 60000 mi.
Genesis,GV60,2025,Standard 4dr SUV (electric DD),"$52,350",SUV,39,,112,electric,5 yr./ 60000 mi.
Genesis,GV70,2025,2.5T 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$45,700",SUV,39.6,I4,,gas,5 yr./ 60000 mi.
Genesis,GV70,2025,3.5T Sport 4dr SUV AWD (3.5L 6cyl Turbo 8A),"$58,300",SUV,39.6,V6,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,2.5T 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$59,200",SUV,40.2,I4,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,2.5T Advanced 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$66,100",SUV,40.2,I4,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,2.5T Prestige 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$70,950",SUV,40.2,I4,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,2.5T Select 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$62,100",SUV,40.2,I4,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,2.5T Standard 4dr SUV AWD (2.5L 4cyl Turbo 8A),"$58,200",SUV,40.2,I4,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,3.5T Advanced 4dr SUV AWD (3.5L 6cyl Turbo 8A),"$74,300",SUV,40.2,V6,,gas,5 yr./ 60000 mi.
Genesis,GV80,2025,3.5T Prestige 4dr SUV AWD (3.5L 6cyl Turbo 8A),"$79,800",SUV,40.2,V6,,gas,5 yr./ 60000 mi.
Genesis,GV80 Coupe,2025,3.5T 4dr SUV AWD (3.5L 6cyl Turbo 8A),"$79,950",SUV,40.2,V6,,gas,5 yr./ 60000 mi.
Genesis,GV80 Coupe,2025,3.5T E-Supercharger 4dr SUV AWD (3.5L 6cyl Twincharger gas/electric mild hybrid 8A),"$85,750",SUV,40.2,V6,,mild hybrid,5 yr./ 60000 mi.
Honda,Accord,2025,EX-L Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$34,940",Sedan,37.5,I4,,hybrid,
Honda,Accord,2025,LX 4dr Sedan (1.5L 4cyl Turbo CVT),"$28,295",Sedan,39.5,I4,,gas,
Honda,Accord,2025,SE 4dr Sedan (1.5L 4cyl Turbo CVT),"$30,560",Sedan,37.5,I4,,gas,
Honda,Accord,2025,Sport Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$33,655",Sedan,37.5,I4,,hybrid,
Honda,Accord,2025,Sport-L Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$35,375",Sedan,37.5,I4,,hybrid,
Honda,Accord,2025,Touring Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$39,300",Sedan,37.5,I4,,hybrid,
Honda,CR-V,2025,EX 4dr SUV (1.5L 4cyl Turbo CVT),"$32,350",SUV,38.2,I4,,gas,
Honda,CR-V,2025,EX 4dr SUV AWD (1.5L 4cyl Turbo CVT),"$33,850",SUV,38.2,I4,,gas,
Honda,CR-V,2025,EX-L 4dr SUV AWD (1.5L 4cyl Turbo CVT),"$36,500",SUV,38.2,I4,,gas,
Honda,CR-V,2025,EX-L 4dr SUV (1.5L 4cyl Turbo CVT),"$35,000",SUV,38.2,I4,,gas,
Honda,CR-V,2025,LX 4dr SUV (1.5L 4cyl Turbo CVT),"$30,100",SUV,40,I4,,gas,
Honda,CR-V,2025,LX 4dr SUV AWD (1.5L 4cyl Turbo CVT),"$31,600",SUV,40,I4,,gas,
Honda,CR-V,2025,Sport Hybrid 4dr SUV (2.0L 4cyl gas/electric hybrid EVT),"$34,650",SUV,38.2,I4,,hybrid,
Honda,CR-V,2025,Sport Hybrid 4dr SUV AWD (2.0L 4cyl gas/electric hybrid EVT),"$36,150",SUV,38.2,I4,,hybrid,
Honda,CR-V,2025,Sport Touring Hybrid 4dr SUV AWD (2.0L 4cyl gas/electric hybrid EVT),"$41,100",SUV,38.2,I4,,hybrid,
Honda,CR-V,2025,Sport-L Hybrid 4dr SUV (2.0L 4cyl gas/electric hybrid EVT),"$37,650",SUV,38.2,I4,,hybrid,
Honda,CR-V,2025,Sport-L Hybrid 4dr SUV AWD (2.0L 4cyl gas/electric hybrid EVT),"$39,150",SUV,38.2,I4,,hybrid,
Honda,CR-V e:FCEV,2025,4dr SUV (electric (fuel cell) DD),"$50,000",SUV,40,,,electric (fuel cell),
Honda,Civic,2025,LX 4dr Sedan (2.0L 4cyl CVT),"$24,250",Sedan,39.3,I4,,gas,
Honda,Civic,2025,Si 4dr Sedan (1.5L 4cyl Turbo 6M),"$29,950",Sedan,37.6,I4,,gas,
Honda,Civic,2025,Si 4dr Sedan w/Summer Tires (1.5L 4cyl Turbo 6M),"$30,250",Sedan,37.6,I4,,gas,
Honda,Civic,2025,Sport 4dr Sedan (2.0L 4cyl CVT),"$26,250",Sedan,39.3,I4,,gas,
Honda,Civic,2025,Sport 4dr Hatchback (2.0L 4cyl CVT),"$27,450",Hatchback,39.3,I4,,gas,
Honda,Civic,2025,Sport Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$28,750",Sedan,37.6,I4,,hybrid,
Honda,Civic,2025,Sport Hybrid 4dr Hatchback (2.0L 4cyl gas/electric hybrid EVT),"$29,950",Hatchback,37.6,I4,,hybrid,
Honda,Civic,2025,Sport Touring Hybrid 4dr Sedan (2.0L 4cyl gas/electric hybrid EVT),"$31,750",Sedan,37.6,I4,,hybrid,
Honda,Civic,2025,Sport Touring Hybrid 4dr Hatchback (2.0L 4cyl gas/electric hybrid EVT),"$32,950",Hatchback,37.6,I4,,hybrid,
Honda,Civic,2025,Type R 4dr Hatchback (2.0L 4cyl Turbo 6M),"$45,595",Hatchback,39.3,I4,,gas,
Honda,HR-V,2025,EX-L 4dr SUV (2.0L 4cyl CVT),"$29,500",SUV,38.4,I4,,gas,
Honda,HR-V,2025,EX-L 4dr SUV AWD (2.0L 4cyl CVT),"$31,000",SUV,38.4,I4,,gas,
Honda,HR-V,2025,LX 4dr SUV (2.0L 4cyl CVT),"$25,400",SUV,39.4,I4,,gas,
Honda,HR-V,2025,LX 4dr SUV AWD (2.0L 4cyl CVT),"$26,900",SUV,39.4,I4,,gas,
Honda,HR-V,2025,Sport 4dr SUV AWD (2.0L 4cyl CVT),"$29,000",SUV,39.4,I4,,gas,
Honda,HR-V,2025,Sport 4dr SUV (2.0L 4cyl CVT),"$27,500",SUV,39.4,I4,,gas,
Honda,Odyssey,2025,EX-L 4dr Minivan (3.5L 6cyl 10A),"$41,920",Minivan,38.7,V6,,gas,
Honda,Odyssey,2025,Elite 4dr Minivan (3.5L 6cyl 10A),"$50,880",Minivan,38.7,V6,,gas,
Honda,Odyssey,2025,Sport-L 4dr Minivan (3.5L 6cyl 10A),"$43,070",Minivan,38.7,V6,,gas,
Honda,Odyssey,2025,Touring 4dr Minivan (3.5L 6cyl 10A),"$46,610",Minivan,38.7,V6,,gas,
Honda,Passport,2025,Black Edition 4dr SUV AWD (3.5L 6cyl 9A),"$48,470",SUV,39.5,V6,,gas,
Honda,Passport,2025,EX-L 4dr SUV AWD (3.5L 6cyl 9A),"$42,400",SUV,39.5,V6,,gas,
Honda,Passport,2025,TrailSport 4dr SUV AWD (3.5L 6cyl 9A),"$45,000",SUV,39.5,V6,,gas,
Honda,Pilot,2025,Black Edition 4dr SUV AWD (3.5L 6cyl 10A),"$54,580",SUV,39.1,V6,,gas,
Honda,Pilot,2025,EX-L 4dr SUV (3.5L 6cyl 10A),"$43,500",SUV,40.5,V6,,gas,
Honda,Pilot,2025,EX-L 4dr SUV AWD (3.5L 6cyl 10A),"$45,600",SUV,40.5,V6,,gas,
Honda,Pilot,2025,Elite 4dr SUV AWD (3.5L 6cyl 10A),"$53,080",SUV,39.1,V6,,gas,
Honda,Pilot,2025,Sport 4dr SUV (3.5L 6cyl 10A),"$40,200",SUV,40.5,V6,,gas,
Honda,Pilot,2025,Sport 4dr SUV AWD (3.5L 6cyl 10A),"$42,300",SUV,40.5,V6,,gas,
Honda,Pilot,2025,Touring 4dr SUV (3.5L 6cyl 10A),"$47,500",SUV,39.1,V6,,gas,
Honda,Pilot,2025,Touring 4dr SUV AWD (3.5L 6cyl 10A),"$49,600",SUV,39.1,V6,,gas,
Honda,Pilot,2025,TrailSport 4dr SUV AWD (3.5L 6cyl 10A),"$49,400",SUV,39.1,V6,,gas,
Honda,Ridgeline,2025,Black Edition 4dr Crew Cab AWD SB (3.5L 6cyl 9A),"$46,750",Truck (Crew Cab),39.5,V6,,gas,
Honda,Ridgeline,2025,RTL 4dr Crew Cab AWD SB (3.5L 6cyl 9A),"$42,980",Truck (Crew Cab),39.5,V6,,gas,
Honda,Ridgeline,2025,Sport 4dr Crew Cab AWD SB (3.5L 6cyl 9A),"$40,150",Truck (Crew Cab),40.1,V6,,gas,
Honda,Ridgeline,2025,TrailSport 4dr Crew Cab AWD SB (3.5L 6cyl 9A),"$45,380",Truck (Crew Cab),39.5,V6,,gas,
Hyundai,Elantra,2025,Limited 4dr Sedan (2.0L 4cyl CVT),"$26,525",Sedan,38.7,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra,2025,N Line 4dr Sedan (1.6L 4cyl Turbo 7AM),"$28,725",Sedan,38.7,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra,2025,SE 4dr Sedan (2.0L 4cyl CVT),"$21,875",Sedan,40.6,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra,2025,SEL Convenience 4dr Sedan (2.0L 4cyl CVT),"$25,575",Sedan,38.7,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra,2025,SEL Sport 4dr Sedan (2.0L 4cyl CVT),"$23,000",Sedan,40.6,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra Hybrid,2025,Blue 4dr Sedan (1.6L 4cyl gas/electric hybrid 6AM),"$25,100",Sedan,40.6,I4,,hybrid,5 yr./ 60000 mi.
Hyundai,Elantra Hybrid,2025,Limited 4dr Sedan (1.6L 4cyl gas/electric hybrid 6AM),"$29,450",Sedan,38.7,I4,,hybrid,5 yr./ 60000 mi.
Hyundai,Elantra Hybrid,2025,SEL Sport 4dr Sedan (1.6L 4cyl gas/electric hybrid 6AM),"$27,075",Sedan,40.6,I4,,hybrid,5 yr./ 60000 mi.
Hyundai,Elantra N,2025,4dr Sedan (2.0L 4cyl Turbo 6M),"$33,950",Sedan,40.6,I4,,gas,5 yr./ 60000 mi.
Hyundai,Elantra N,2025,4dr Sedan (2.0L 4cyl Turbo 8AM),"$35,450",Sedan,38.7,I4,,gas,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,Limited 4dr SUV (electric DD),"$54,300",SUV,39.1,,114,electric,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,Limited 4dr SUV AWD (electric DD),"$58,200",SUV,39.1,,98,electric,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,SE 4dr SUV AWD (electric DD),"$50,150",SUV,39.8,,106,electric,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,SE 4dr SUV (electric DD),"$46,650",SUV,39.8,,114,electric,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,SE Standard Range 4dr SUV (electric DD),"$42,600",SUV,39.8,,115,electric,5 yr./ 60000 mi.
Hyundai,IONIQ 5,2025,SEL 4dr SUV AWD (electric DD),"$53,100",SUV,39.8,,106,electric,5 yr./ 60000 mi.
