make,model,year,cluster_seed,count
Ford,Taurus,2017,sel,1
Jac,T8,2025,4x2,1
Mercedes-Benz,S 580,2023,app,1
Mitsubishi,Pajero,2014,eco,1
BAIC,BJ 40,2025,lcd,1
Ford,Mustang,2019,gt,1
Jeep,Wrangler,2020,sahara,1
Ford,F150,2018,xlt,4
Ssang Yong,Other,2025,zna,3
Geely,Monjaro,2024,mid,1
Land Rover,Range Rover,2017,hse,2
BMW,X6,2022,kit,1
Mercedes-Benz,CLA 250,2021,wit,1
BAIC,X55,2024,lcd,4
Changan,CS95,2021,classic,1
Chevrolet,Captiva,2021,premier,1
Chevrolet,Tahoe,2020,lt,1
Honda,Accord,2019,lx,1
Honda,HR-V,2025,ex,2
Hyundai,Tucson,2023,smart,1
Nissan,Patrol,2020,platinum,1
Renault,Koleos,2025,le,2
Toyota,Camry,2012,yes,1
Toyota,Raize,2025,limited,1
Kia,K5,2021,eco,1
Ford,Explorer,2010,xlt,2
BMW,X4,2021,kit,1
BMW,X4,2021,ppf,1
Honda,Accord,2008,air,1
Toyota,Land Cruiser Pickup,2024,dlx,1
Mitsubishi,Montero,2022,sport,1
Toyota,Prado,2017,txl,1
Toyota,Prado,2017,pre,1
Land Rover,Range Rover Sport,2025,pow,1
Mercedes-Benz,SL 55 AMG,2022,amg,4
Mercedes-Benz,SL 55 AMG,2022,wit,1
Geely,Coolray,2024,dct,1
Geely,Tugella,2023,mid,1
Cadillac,Escalade,2019,my,1
Mitsubishi,Outlander,2025,double,1
Mitsubishi,Outlander,2025,cab,1
Hyundai,Kona,2019,comfort,1
Nissan,Altima,2022,s,1
Lexus,Other,2020,gsf,2
Mercedes-Benz,GLC 300 Coupe,2024,glc,2
Toyota,Yaris,2020,y,1
Toyota,Yaris,2020,but,1
Toyota,Yaris,2020,now,1
Mercedes-Benz,200,2025,cle,1
Mercedes-Benz,200,2025,gle,1
Mitsubishi,Montero,2018,don,1
Honda,Accord,2007,model,1
Honda,Accord,2007,rim,1
Ford,Mustang,2014,hsi,1
Changan,CS35,2023,full,1
Isuzu,D-Max,2017,max,1
Mazda,CX-9,2011,full,1
Kia,Pegas,2020,model,1
Jeep,Gladiator,2023,mojave,1
Jeep,Wrangler,2018,sport,1
Toyota,Rav 4,2018,eco,1
Isuzu,MU-X,2022,mux,1
Jac,J7,2025,1 5,1
Toyota,Fortuner,2022,gx,1
Chevrolet,Optra,2005,but,1
Dodge,Challenger,2016,sxt,3
Nissan,Datsun,2013,cab,1
Infiniti,QX50,2023,mak,1
BMW,X4 M,2022,kit,1
BMW,X2,2023,بي,1
BMW,X2,2023,20233,1
BMW,520,2020,eco,1
Toyota,Camry,2014,10 10,1
Toyota,Corolla Cross,2025,ltd,1
Chevrolet,Impala,2015,ltz,2
Ford,Explorer,2015,low,1
Mazda,CX-9,2023,signature,1
Lexus,ES 250,2023,low,2
Honda,Pilot,2016,had,1
Lamborghini,Revuelto,2024,ner,1
Toyota,Yaris,2016,hai,2
Toyota,Yaris,2016,koi,1
Toyota,Yaris,2016,nae,1
Chery,Tiggo8,2022,pro,1
Geely,Other,2025,ray,2
Geely,Other,2025,dct,2
Geely,Other,2025,mid,1
Infiniti,QX55,2023,full,1
Jetour,T2 Luxury,2024,xwd,1
BMW,218 M Kit,2020,kit,3
BMW,218 M Kit,2024,kit,3
Nissan,Patrol,2016,نيسان,1
Nissan,Patrol,2016,se,1
GMC,Yukon,2012,xl,1
BMW,430i,2025,m,1
BMW,430i,2025,kit,3
BMW,X6M,2021,kit,3
Land Rover,Range Rover Velar,2022,hse,3
Mercedes-Benz,GLA 200,2024,gla,3
Mercedes-Benz,GLA 200,2024,amg,3
Mercedes-Benz,GLA 200,2024,kit,1
Toyota,Vellfire,2025,glx,1
Bentley,Bentayga,2018,featuring,1
Jeep,Grand Cherokee,2012,srt,3
MG,MG RX8,2022,top,1
Volkswagen,Tiguan,2018,pro,1
Volkswagen,Tiguan,2018,app,1
